Row Number,Publisher,Title,Author,Description,URL,Published At
72,The Wall Street Journal,Larry Summers Is Surprise Pick to Chart Path Forward...,Newley Purnell,"Larry Summers Is Surprise Pick to Chart Path Forward...

 
 
 
 (Second column, 8th story, link)

 

 

 
 Related stories:Altman returns to OPENAI in bizarre reversal of fortunes...

 

 
 
 Drudge Report Feed needs your support!   Become a Patron",https://www.wsj.com/tech/ai/larry-summers-is-openais-surprise-pick-to-chart-path-forward-bc9708d3,2023-11-22T13:46:37Z
73,Chicago Tribune,"Man, 64, gunned down overnight in the East Pilsen neighborhood, Chicago police said",Deanese Williams-Harris,"Shortly before 4 a.m., a victim was sitting inside of his vehicle in the 1800 block of South Canalport Avenue when someone opened fire in his direction, striking him 14 times, police said.",https://www.chicagotribune.com/news/breaking/ct-chicago-gun-violence-20231122-rovsi5iljbf4dmulef3bumsw2q-story.html,2023-11-22T13:37:07Z
74,Reuters,Sony facing $7.9B mass lawsuit over Playstation Store prices,Reuters,"Sony <a href=""https://www.reuters.com/markets/companies/6758.T"" target=""_blank"">(6758.T)</a> must face a mass lawsuit worth up to 6.3 billion pounds ($7.9 billion) over claims the PlayStation maker abused its dominant position leading to unfair prices for cus…",https://www.reuters.com/technology/sony-facing-79-bln-mass-lawsuit-over-playstation-store-prices-2023-11-21/,2023-11-22T13:34:28Z
75,The Wall Street Journal,Senators Call for Investigation of Health Insurers’ Role in Driving Up Drug Costs,Joseph Walker,Request follows Wall Street Journal article reporting high markups on certain generic drugs for cancer and multiple sclerosis,https://www.wsj.com/health/healthcare/senators-call-for-investigation-of-health-insurers-role-in-driving-up-drug-costs-6f038a58,2023-11-22T13:24:28Z
76,Chicago Tribune,"James ‘Pate’ Philip, former Illinois Senate President who once symbolized suburban Republicanism, dies",Rick Pearson,"Philip, of Wood Dale, served 36 years in the Illinois General Assembly and was the longest serving Republican Senate president.",https://www.chicagotribune.com/politics/ct-james-pate-philip-news-obituary-20231122-4w267fomfrd43dxn3itqcbjnxa-story.html,2023-11-22T12:50:14Z
77,Chicago Tribune,Daywatch: Who are the volunteers offering help at O’Hare?,Chicago Tribune staff,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",https://www.chicagotribune.com/news/ct-aud-cb-daywatch-newsletter--20231122-trqwamaqizfjjambnnwum4nmlm-story.html,2023-11-22T12:46:11Z
78,Reuters,Deere forecasts downbeat profit as high borrowing costs pinch demand,Bianca Flowers,"Deere & Co <a href=""https://www.reuters.com/markets/companies/DE.N"" target=""_blank"">(DE.N)</a> forecast 2024 profits below analysts' expectations on Wednesday, saying high borrowing costs and tighter budgets will likely dent demand for the farm equipment make…",https://www.reuters.com/business/deere-forecasts-downbeat-profit-high-borrowing-costs-pinch-demand-2023-11-22/,2023-11-22T12:33:10Z
79,Reuters,Mitsubishi Heavy expects to double defence revenue next year,Reuters,"Japan's Mitsubishi Heavy Industries <a href=""https://www.reuters.com/markets/companies/7011.T"" target=""_blank"">(7011.T)</a> said on Wednesday it expects to double its defence revenue to about 1 trillion yen ($6.68 billion) from the business year starting Apri…",https://www.reuters.com/business/mitsubishi-heavy-expects-double-defence-revenue-next-year-2023-11-22/,2023-11-22T12:09:55Z
80,Chicago Tribune,Column: 1986′s Chicago-shot ‘Running Scared’ is a time capsule of the Thompson Center,Nina Metz,"Google plans a gut rehab of the Thompson Center, but the distinctive interiors are preserved on film thanks to the 1986 movie ""Running Scared.""",https://www.chicagotribune.com/entertainment/what-to-watch/ct-ent-running-scared-thompson-center-google-20231122-fniuzoizlzh7lfzqwxlmy2ft74-story.html,2023-11-22T12:00:00Z
81,Chicago Tribune,Chicago basketball report: Bulls in the cellar of In-Season Tournament — and opportunity knocks for Aneesah Morrow at LSU,Julia Poe,"The Chicago Bulls are halfway through the group stage of the NBA’s inaugural In-Season Tournament, and their odds for advancement don’t look strong.",https://www.chicagotribune.com/sports/ct-chicago-basketball-report-bulls-sky-aneesah-morrow-20231122-v5okl7hakfbdzg7t4ujzrvjz5m-story.html,2023-11-22T12:00:00Z
82,Chicago Tribune,Chicago Bears Q&A: What’s Justin Fields’ future now? What to make of Martellus Bennett’s comments? What would it take to get new ownership?,Brad Biggs,Did Justin Fields' performance Sunday in Detroit change his outlook with the Chicago Bears? Brad Biggs answers your questions weekly.,https://www.chicagotribune.com/sports/bears/ct-chicago-bears-mailbag-justin-fields-martellus-bennett-20231122-gbzuc4zx6vcvtkvwg47v7z5pgu-story.html,2023-11-22T12:00:00Z
83,Chicago Tribune,"Holiday lights around Chicago: Top 10 displays for 2023, from Navy Pier to Morton Arboretum",Kayla Samoy,"The Tribune's list of light shows in and around Chicago (and beyond), with some indoor displays if you want to avoid the cold.",https://www.chicagotribune.com/entertainment/ct-ent-chicago-holiday-lights-2023-guide-20231122-5pv3i24tdjh6letftabngfea4m-story.html,2023-11-22T11:30:00Z
84,Chicago Tribune,Some usual suspects but also real treasures as WTTW brings us some more ‘Beautiful Places’,Rick Kogan,"WTTW's Geoffrey Baer is back with “The Most Beautiful Places in Chicago 2,” exploring places including the Chicago Cultural Center and Glessner House.",https://www.chicagotribune.com/entertainment/ct-ent-more-chicago-wttw-glories-kogan-1126-20231122-unx6mzqbwzh57orut22m7x35pu-story.html,2023-11-22T11:00:00Z
85,Chicago Tribune,Colin Fleming: Here’s why I’m such a fan of Peppermint Patty’s energy in ‘A Charlie Brown Thanksgiving’,Colin Fleming,"Peppermint Patty is the driver of ""A Charlie Brown Thanksgiving."" She shows us that earnestness can reward you and those you care about.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-50-years-a-charlie-brown-thanksgiving-peppermint-patty-20231122-rjien4wfx5ckdmg7l4d6tvld5q-story.html,2023-11-22T11:00:00Z
86,Chicago Tribune,Sheldon H. Jacobson: What’s it like to be an average American?,Sheldon H. Jacobson,"Every day, you are contributing to what defines an average, even if you are anything but average.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-average-american-day-statistics-20231122-p2f67bhzhjgfrpxxpso7ckovhm-story.html,2023-11-22T11:00:00Z
87,Chicago Tribune,Letters: Why I’m grateful to live in Chicago,Chicago Tribune,Here is a list of things in Chicagoland I am thankful for.,https://www.chicagotribune.com/opinion/letters/ct-letters-vp-112223-20231122-qfmvoto6irc7zciiosdqlucn6m-story.html,2023-11-22T11:00:00Z
88,Chicago Tribune,O’Hare Airport’s information desks are staffed by volunteers — and they’ve seen it all,Christopher Borrelli,They're on the lookout for lost travelers and people who need help. They also absorb a lot of frustration.,https://www.chicagotribune.com/news/ct-ent-ohare-airport-information-desk-20231122-4arxfwrsc5dxzc62ivvpuufvry-story.html,2023-11-22T11:00:00Z
89,Chicago Tribune,Clarence Page: Elon Musk not so ‘absolutist’ about free speech when it comes from his critics,Clarence Page,Elon Musk used to call himself a “free speech” absolutist until some of his critics a focused their speech on him.,https://www.chicagotribune.com/columns/clarence-page/ct-column-elon-musk-tesla-page-20231122-7r2srxqwena7te5535lntccpay-story.html,2023-11-22T11:00:00Z
90,Chicago Tribune,"Editorial: On 60th anniversary of JFK’s assassination, a fresh look at the day that changed everything",The Editorial Board,"Sixty years after the assassination of President John F. Kennedy, conspiracy theories still reveal how little we trust government.",https://www.chicagotribune.com/opinion/editorials/ct-editorial-jfk-60-years-on-fbi-sam-giancana-x-files-page-20231122-2q2lybadmjgiphyocoeafzgchq-story.html,2023-11-22T11:00:00Z
91,Chicago Tribune,Rose Miron: The story of Chicago’s founding erases centuries of contributions from Indigenous peoples,Rose Miron,"Long before Jean Baptiste Point DuSable, a dozen Indigenous nations used Chicago as a center for trade and had more permanent village sites.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-chicago-founding-story-native-americans-history-20231122-gxapoajx4bdfrmhct3zetholhi-story.html,2023-11-22T11:00:00Z
92,Chicago Tribune,Want to drive past the ‘Home Alone’ house? Or the church? A tour of 12 filming locations around Chicago.,Kori Rumore,"Watching the 1990 film “Home Alone” has become a must-see each December. With so many of the filming locations nearby, it’s a quick trip to see them.",https://www.chicagotribune.com/entertainment/movies/ct-home-alone-chicago-filming-locations-20231122-eycu75as6rdl3l72phrxuymska-list.html,2023-11-22T11:00:00Z
93,The Wall Street Journal,The Trade That Backfired for America’s Biggest Wood-Pellet Exporter,Ryan Dezember,"Enviva made a wager to buy pellets from a customer and resell them, but then prices fell",https://www.wsj.com/finance/commodities-futures/the-trade-that-backfired-for-americas-biggest-wood-pellet-exporter-1ecf7825,2023-11-22T10:30:00Z
94,Chicago Tribune,Ask Amy: I have hit a stalemate with my mother,Amy Dickinson,"Dear Amy: We were always politely distant, but now that my father has died, the distance between my mother and me has grown.",https://www.chicagotribune.com/advice/ask-amy-dickinson-mother-20231122-xyoqimituzgvziziur73ilcrcm-story.html,2023-11-22T09:30:00Z
95,Reuters,Planting 'koala corridors' to save Australia's endangered marsupial,Jill Gralow,"When Lucy was rescued from a rural property in New South Wales two years ago, she was suffering from chlamydia, a disease widespread among koalas.",https://www.reuters.com/business/environment/planting-koala-corridors-save-australias-endangered-marsupial-2023-11-22/,2023-11-22T09:23:24Z
96,Reuters,Citi makes new appointments in Asia Pacific as part of restructuring,Selena Li,"Citigroup <a href=""https://www.reuters.com/markets/companies/C.N"" target=""_blank"">(C.N)</a> has made new appointments in Asia Pacific following a sweeping global reorganization the U.S. bank announced on Monday, according to a person with direct knowledge of …",https://www.reuters.com/business/finance/citi-makes-new-appointments-asia-pacific-part-restructuring-2023-11-22/,2023-11-22T09:21:00Z
97,Reuters,Why carbon capture is no easy solution to climate change,Leah Douglas,Technologies that capture carbon dioxide emissions to keep them from the atmosphere are central to the climate strategies of many world governments as they seek to follow through on international commitments to decarbonize by mid-century.,https://www.reuters.com/business/environment/why-carbon-capture-is-no-easy-solution-climate-change-2023-11-22/,2023-11-22T09:05:40Z
98,The Wall Street Journal,‘Midwestern Food’ Review: Hungry for the Heartland,J. Ryan Stradal,"Proudly asserting the culinary bona fides of a region so diverse, even its residents sometimes disagree on the definition of ‘Midwestern.’",https://www.wsj.com/arts-culture/books/midwestern-food-review-hungry-for-the-heartland-6a1d616b,2023-11-22T07:28:43Z
99,Chicago Tribune,"Kenneth Cooley’s basketball coach calls him Mr. Touchdown, but he does more than score for East Aurora. ‘Everything.’",Rick Armstrong,"Kenneth Cooley, who starred on the football field as East Aurora made the playoffs for the first time in 40 years, is back on the basketball court.",https://www.chicagotribune.com/suburbs/aurora-beacon-news/sports/ct-abn-bbk-eaur-benet-st-1123-20231122-kp2fbpfxbfac7pofjrgd4cdjoe-story.html,2023-11-22T05:24:13Z
100,Reuters,Economic models buckle under strain of climate reality,Mark John,"Ahead of international climate talks in Dubai this month, economists are updating estimates of the impact of global warming on the world economy, sometimes calculating down to a decimal place the hit to output in decades to come.",https://www.reuters.com/business/environment/economic-models-buckle-under-strain-climate-reality-2023-11-22/,2023-11-22T05:23:32Z
101,Chicago Tribune,5 things to watch in the Chicago Bears-Minnesota Vikings game — plus our Week 12 predictions,Colleen Kane,Minnesota Vikings QB Josh Dobbs and the status of Justin Jefferson and the Chicago Bears rookie cornerbacks are among the things to watch in Monday's game.,https://www.chicagotribune.com/sports/bears/ct-cb-chicago-bears-minnesota-vikings-20231125-cbt6wzm3njetddfoddsmsii4za-story.html,2023-11-25T23:22:39Z
102,Chicago Tribune,"DeMar DeRozan is ‘beyond frustrated,’ but he and other Chicago Bulls veterans aren’t pointing fingers at the front office",Julia Poe,DeMar DeRozan and Nikola Vučević said they don't believe the Chicago Bulls front office needs to make major changes to turn around this season.,https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-demar-derozan-nikola-vucevic-20231125-7jaxw5hipvguvjr7fe2jbhrz3i-story.html,2023-11-25T22:31:46Z
103,Chicago Tribune,Honda recalls select Accords and HR-Vs over missing piece in seat belt pretensioners,Associated Press Staff,"More than 300,000 Accords and HR-Vs are potentially affected.",https://www.chicagotribune.com/business/ct-aud-nw-honda-seat-belt-recalls-20231125-eohtfqrhgjfejb72z5cghtl2cy-story.html,2023-11-25T22:15:49Z
104,Chicago Tribune,James Penley and Nazareth will catch you. And then surpass you. They show that one more time in 5A state final.,Steve Reaven,James Penley and his Nazareth teammates had withstood a bad start before. So he wasn’t fazed by a two-touchdown deficit on Saturday.,https://www.chicagotribune.com/suburbs/la-grange/sports/ct-dlg-fbl-nazareth-tl-1130-20231125-lgshkt5dyndhxfr6rqjrqvvyxq-story.html,2023-11-25T22:09:58Z
105,Chicago Tribune,"A hobbled HJ Grigsby comes up big for Joliet Catholic against Nazareth. The pain? ‘On a scale of 10, it was an 11.’",Jeff Vorva,HJ Grigsby willed his way to 55 yards on 12 carries in second half as Joliet Catholic lost 38-20 to Nazareth in Class 5A state championship game.,https://www.chicagotribune.com/suburbs/daily-southtown/sports/ct-sta-fbl-jolca-naz-st-1127-20231125-3qwltcvmhra43jgpew2sqdpoze-story.html,2023-11-25T22:01:40Z
