Row Number,Publisher,Title,Author,Description,URL,Published At
72,Chicago Tribune,City Council sides with mayor on Chicago police contract: more money for cops but disciplinary provision rebuffed,"Sam Charles, A.D. Quig, Alice Yin",Council vote means the issue will head back to arbitrator who first awarded the arbitration clause. He could send that same ruling back to aldermen within weeks.,https://www.chicagotribune.com/politics/ct-city-council-vote-fop-contract-arbitration-20231213-fka2txhzyba5lnth6ux5cbiwj4-story.html,2023-12-13T19:50:13Z
73,Chicago Tribune,"Man critically wounded while driving Wednesday morning in West Garfield Park neighborhood, police said",Deanese Williams-Harris,"A man suffered a gunshot wound to the head while he was driving Wednesday morning in the West Garfield Park neighborhood, police said.",https://www.chicagotribune.com/news/breaking/ct-driving-shooting-violence-20231213-5foc5orn2zdarfc7b2vu5x6odm-story.html,2023-12-13T18:55:02Z
74,Chicago Tribune,"16-year-old boy shot during attempt robbery Wednesday morning on Near West Side, cops say",Deanese Williams-Harris,"Shortly before 7 a.m., the boy was in the 400 block of South Western Avenue when he was approached by a robber who demanded his belongings. When the boy refused, the robber opened fire striking the teenage boy to the left arm.",https://www.chicagotribune.com/news/breaking/ct-armed-robbery-violence-20231213-ivhhz3s6c5ehnnjnngq5tup2va-story.html,2023-12-13T18:38:30Z
75,Chicago Tribune,Board of Ethics finds probable cause four lobbyists improperly donated to Johnson,A.D. Quig,"The violations do not carry a penalty for the mayor, but could mean those lobbyists lose their ability to work at City Hall.",https://www.chicagotribune.com/politics/ct-johnson-lobbyist-donations-board-of-ethics-20231213-mhgkijnbnnf2bfbuxnqerjq2ou-story.html,2023-12-13T18:25:56Z
76,Chicago Tribune,"Woman, 34, fatally wounded Wednesday morning in Austin neighborhood, Chicago police said",Deanese Williams-Harris,"A 34-year-old woman was fatally wounded Wednesday morning in a domestic-related shooting on the West Side in the Austin neighborhood, police said.",https://www.chicagotribune.com/news/breaking/ct-chicago-gun-violence-20231213-4vsjkyf5kncetid3g7l4z2bp2u-story.html,2023-12-13T18:23:08Z
77,Chicago Tribune,Alleged Highland Park parade shooter’s father released a month early from jail for good behavior,Chloe Hilles,"The father of the alleged Highland Park Fourth of July parade shooter was released from jail Wednesday morning after serving less than a month of his 60-day sentence due to “good behavior,” according to the Lake County sheriff’s office.",https://www.chicagotribune.com/suburbs/lake-county-news-sun/ct-lns-crimo-father-released-st-1214-20231213-tikoghvklfe3zmpfpgtmqpxbfy-story.html,2023-12-13T18:10:34Z
78,Chicago Tribune,"Yannick Ngakoue will miss the rest of the Chicago Bears season with a broken ankle, forcing a resurgent pass rush to adjust",Brad Biggs,Chicago Bears defensive end Yannick Ngakoue needs season-ending surgery to repair a broken ankle suffered in Sunday’s win over the Detroit Lions.,https://www.chicagotribune.com/sports/bears/ct-chicago-bears-yannick-ngakoue-ankle-injury-20231213-nuxyp636x5gf7co5wndgn2d3se-story.html,2023-12-13T18:10:09Z
79,Chicago Tribune,"Boy, 15, charged in Tuesday armed robbery, implicated in second armed robbery in early December, cops say",Deanese Williams-Harris,"The boy was arrested Tuesday shortly after 7 p.m. in the 2200 block of West Washington Boulevard after an armed robbery in the 2000 block of Madison Street. Two men, ages 38 and 44, were robbed at gunpoint, police said.",https://www.chicagotribune.com/news/breaking/ct-armed-robbery-charges-15-20231213-7lplw4m2pfckpmsmiltrrteteu-story.html,2023-12-13T18:08:23Z
80,Chicago Tribune,Brother of former Harvey Mayor Eric Kellogg convicted in strip club shakedown scheme,Mike Nolan,"Federal jury convicts Rommell Kellogg, brother of former Harvey Mayor Eric Kellogg, in yearslong shakedown of a strip club in that suburb.",https://www.chicagotribune.com/suburbs/daily-southtown/ct-sta-former-harvey-mayor-brother-conviction-st-1214-20231213-t6emkchgofelrfaivhye7ivoiq-story.html,2023-12-13T17:38:03Z
81,The Wall Street Journal,The Biggest Root Cause of Crime Is Fatherlessness,Jason L. Riley,Children are likelier to finish high school and stay out of trouble if they’re brought up by two parents.,https://www.wsj.com/articles/the-biggest-root-cause-of-crime-is-fatherlessness-single-motherhood-5cdfe763,2023-12-13T17:29:46Z
82,Chicago Tribune,North Central’s Luke Lehnen resets bar for college QBs. Can Glenwood graduate do same for Cardinals?,Paul Johnson,"Luke Lehnen has led North Central College back to the Stagg Bowl, the NCAA Division III national final, with a season for the ages.",https://www.chicagotribune.com/suburbs/naperville-sun/sports/ct-nvs-cfb-ncc-lehnen-st-1215-20231213-m7ckeehfevhvndisenuy7o57mu-story.html,2023-12-13T17:04:03Z
83,Chicago Tribune,Closing arguments slated to begin in corruption trial of ex-Ald. Ed Burke,"Jason Meisner, Megan Crepeau, Ray Long","Closing arguments are slated to begin Wednesday afternoon in the landmark racketeering trial of ex-Ald. Edward Burke, capping off a hot-button case that laid bare the inner workings of “old-school” Chicago politics",https://www.chicagotribune.com/news/criminal-justice/ct-ald-edward-burke-corruption-trial-day-21-closings-20231213-xczqg5gkpndufd3x5cf7ndraui-story.html,2023-12-13T16:38:54Z
84,Chicago Tribune,How Christmas tree farms can help wildlife,Cara Buckley,"The ecological benefits of real Christmas trees are why many environmentalists endorse them over the fake, petroleum-based versions that are shipped from half a world away.",https://www.chicagotribune.com/nation-world/ct-aud-nw-nyt-christmas-trees-wildlife-20231213-3p3xaxfplnavnos3fg7yyjt4hy-story.html,2023-12-13T15:51:58Z
85,Chicago Tribune,"Connor Bedard got the goal, but Connor McDavid got the win. 5 takeaways from the Chicago Blackhawks’ 4-1 loss in Edmonton.",Phil Thompson,The Chicago Blackhawks’ depleted defense was at a disadvantage against the Edmonton Oilers' Connor McDavid and Leon Draisaitl but held up better than expected.,https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-edmonton-oilers-takeaways-20231213-s7pdv6qvqvdqpct7lf2qmmc52i-story.html,2023-12-13T15:51:52Z
86,The Wall Street Journal,Quebec 'Language Police' Take Aim at Sneaky English Slang...,Vipal Monga,"Quebec 'Language Police' Take Aim at Sneaky English Slang...

 
 
 
 (Second column, 10th story, link)

 

 

 
 
 Drudge Report Feed needs your support!   Become a Patron",https://www.wsj.com/world/quebec-language-police-french-english-words-franglais-3329dce2,2023-12-13T15:49:47Z
87,Chicago Tribune,Geminids meteor shower peaks this week under dark skies,Marcia Dunn,"The year’s best meteor shower, the Geminids, peaks this week. Skygazers may see as many as one or even two a minute streaking across dark skies.",https://www.chicagotribune.com/nation-world/ct-aud-nw-geminids-meteor-shower-20231213-jwpynmlohzdhzn726vcfkvesca-story.html,2023-12-13T15:20:06Z
88,Chicago Tribune,Oprah Winfrey painting by Chicago artist is unveiled at Smithsonian’s National Portrait Gallery,Doug George,"Painted by Chicago artist Shawn Michael Warren, it goes on display to the public Wednesday at the museum in Washington, D.C.",https://www.chicagotribune.com/entertainment/museums/ct-ent-oprah-winfrey-chicago-artist-national-portrait-gallery-20231213-gv2utgirbjftnie2ss3tmwo6z4-story.html,2023-12-13T15:15:00Z
89,Chicago Tribune,"Avery Cooper’s wait is over, but Lake Zurich standout’s return from torn ACL continues: ‘You can see glimpses’",Bobby Narang,"Lake Zurich’s Avery Cooper, who was drawing interest from Division I programs before the injury, made her season debut on Nov. 28.",https://www.chicagotribune.com/sports/ct-lns-gbk-avery-cooper-st-1214-20231213-izou5q4235gcdj46bpqnpljtb4-story.html,2023-12-13T15:04:00Z
90,Chicago Tribune,Time Magazine names Skokie CEO Holmgren to top 100 worldwide fighting climate change,Jeff Banowetz,"Time Magazine named Jennifer Holmgren, CEO of Skokie's LanzaTech, to its inaugural, worldwide list of 100 Most Influential Climate Leaders in Business for 2023.",https://www.chicagotribune.com/suburbs/skokie/ct-skr-skokie-ceo-time-magzine-tl-1214-20231213-m7jo3kcr75eszfhs4ixwcsnuzy-story.html,2023-12-13T14:55:00Z
91,The Wall Street Journal,Bill Ackman Has Another Gripe With Harvard: A Bungled Stock Gift,Cara Lombardo,"The Federal Reserve will announce today if the central bank will continue raising interest rates, or pause, in its mission to cool inflation. Fed Chair Jerome Powell will speak this afternoon on its decision.",https://www.wsj.com/livecoverage/fed-meeting-fomc-interest-rate-december-2023,2023-12-13T14:40:56Z
92,The Wall Street Journal,"Tired of Tip Requests, Consumers Are Getting Stingy",malshe,"Article URL: https://www.wsj.com/economy/jobs/tipping-down-service-workers-a4c27a2e
Comments URL: https://news.ycombinator.com/item?id=38627645
Points: 3
# Comments: 2",https://www.wsj.com/economy/jobs/tipping-down-service-workers-a4c27a2e,2023-12-13T14:15:02Z
93,Chicago Tribune,"‘Reacher’ review Season 2: The big guy is back, guns blazing",Nina Metz,"Alan Ritchson plays the mountain of a man, with a taste for wandering and a moral center, who reunites with his old Army unit.",https://www.chicagotribune.com/entertainment/what-to-watch/ct-ent-review-reacher-s2-20231213-hogfuc2ot5d7jeczkdql6gg5di-story.html,2023-12-13T14:00:00Z
94,Chicago Tribune,"Google will reconstruct the Thompson Center starting early next year, but will retain the building’s atrium",Brian J. Rogal,Historic preservationists who fought to save the Helmut Jahn-designed building from the wrecking ball praised the development team.,https://www.chicagotribune.com/business/ct-biz-thompson-center-renderings-20231213-dn7nik7jurfu7pyydlm63agfxi-story.html,2023-12-13T14:00:00Z
95,Chicago Tribune,Bobby Narang’s girls basketball rankings and player of the week for Lake County,Bobby Narang,Madison Hoffmann gives Grayslake Central an edge in the Northern Lake County Conference as rival Wauconda rises in the rankings.,https://www.chicagotribune.com/suburbs/lake-county-news-sun/sports/ct-lns-gbk-rankings-st-1214-20231213-i4tn2ejxhrdzddmqcwsgrrfqgq-story.html,2023-12-13T13:18:58Z
96,The Wall Street Journal,Tesla to Recall More Than Two Million Vehicles Over Autopilot Safety Concerns,Gareth Vipers,Move comes amid two-year investigation by the National Highway Traffic Safety Administration,https://www.wsj.com/business/autos/tesla-recalls-more-than-two-million-vehicles-over-autopilot-safety-concerns-274eb6e6,2023-12-13T13:05:27Z
97,Chicago Tribune,Daywatch: Illinois homeowners turning to solar power,Chicago Tribune staff,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",https://www.chicagotribune.com/news/ct-aud-cb-daywatch-newsletter--20231213-e36rumnsanaidh2dlqbzagxlam-story.html,2023-12-13T12:30:00Z
98,The Wall Street Journal,IDF Begins Pumping Seawater Into Gaza Tunnels...,wsj,Early effort to flood tunnels is one of several techniques aimed at destroying network that underpins Hamas’s operations,https://www.wsj.com/world/middle-east/israel-hamas-war-pumping-seawater-gaza-tunnels-2ed3b3f2,2023-12-13T12:00:05Z
99,Chicago Tribune,Chicago Bears Q&A: When would a potential Justin Fields trade take place? How realistic are their playoff chances?,Brad Biggs,"Once left for dead at 2-7, the Chicago Bears have stoked long-shot playoff hopes with three wins in their last four games, including two in a row.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-mailbag-justin-fields-nfl-playoffs-20231213-sufkzwpukjenfmh3qzr7oq655m-story.html,2023-12-13T12:00:00Z
100,Chicago Tribune,Chicago basketball report: Energy remains as Bulls’ streak ends — while Sky are sidelined from Caitlin Clark sweepstakes,Julia Poe,"The Bulls are no longer streaking, the Illinois men's team is rising in the NCAA ranks and the Sky are stuck on the sidelines for another WNBA draft process.",https://www.chicagotribune.com/sports/ct-chicago-bulls-sky-basketball-report-20231213-g6mo3flk3vfahlwqye5cz6wezy-story.html,2023-12-13T12:00:00Z
101,Chicago Tribune,DeMar DeRozan embraces balance as a playmaker to fuel improved Chicago Bulls offense: ‘I just read whatever the game gives me’,Julia Poe,Veteran DeMar DeRozan is leading the Chicago Bulls in assists to kickstart the offense amid a run of five wins in seven games.,https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-demar-derozan-20231216-guvp32msf5cljbdrn6aj6d7kt4-story.html,2023-12-16T22:02:28Z
102,Chicago Tribune,"Cardinal is convicted of embezzlement in big Vatican financial trial, sentenced to 5½ years",Nicole Winfield,A Vatican tribunal on Saturday convicted a cardinal of embezzlement and sentenced him to 5 ½ years in prison in one of several verdicts handed down in a complicated financial trial that aired the city state’s dirty laundry and tested its justice system.,https://www.chicagotribune.com/lifestyles/religion/ct-aud-nw-vatican-financial-trial-conviction-20231216-7gq5msfb7rbnpfpef5phfhxvxy-story.html,2023-12-16T16:14:18Z
103,Chicago Tribune,Federal Reserve on cusp of what some thought impossible: Defeating inflation without steep recession,Christopher Rugaber,The Federal Reserve now seems on the verge of defeating inflation — and without the surge in unemployment and the deep recession that many economists had predicted would accompany it.,https://www.chicagotribune.com/business/ct-aud-nw-federal-reserve-inflation-20231216-hkune4qlnvejphc4apuc4j6c5u-story.html,2023-12-16T16:10:18Z
104,Chicago Tribune,"As rain hits Midwest, Chicago in for a “blustery and dreary” weekend",Ilana Arougheti,"Chicago is in for a gray weekend in the high forties, with conditions described by the National Weather Service as “blustery and dreary”.",https://www.chicagotribune.com/news/breaking/ct-breaking-weather-weekend-rain-hits-chicago-20231216-e6t7h2kjiveajaiyj2ffy34kr4-story.html,2023-12-16T15:39:53Z
105,Chicago Tribune,"As rain hits Midwest, Chicago in for a “blustery and dreary” weekend",Ilana Arougheti,"Chicago is in for a gray weekend in the high forties, with conditions described by the National Weather Service as “blustery and dreary”.",https://www.chicagotribune.com/news/breaking/ct-breaking-weather-weekend-rain-hits-chicago-20231216-e6t7h2kjiveajaiyj2ffy34kr4-story.html,2023-12-16T15:39:53Z
