,Original Title Text,Normalized Title,Original Description Text,Normalized Description,Original Author Text,Normalized Author
58,Illinois Ford dealers win ruling against automaker’s EV certification program requiring pricey fast chargers,"['illinoi', 'ford', 'dealer', 'win', 'rule', 'automak', 'ev', 'certif', 'program', 'requir', 'pricey', 'fast', 'charger']","The Illinois Motor Vehicle Review Board ruled in favor of the dealers in their complaint against Ford, which alleged the program violated state law by cutting off EV products to those that didn’t pay up to participate.","['illinoi', 'motor', 'vehicl', 'review', 'board', 'rule', 'favor', 'dealer', 'complaint', 'ford', 'alleg', 'program', 'violat', 'state', 'law', 'cut', 'ev', 'product', 'pay', 'particip']",Robert Channick,"['robert', 'channick']"
59,FAA approves Boeing to start 737 MAX 10 certification flight tests,"['faa', 'approv', 'boe', 'start', '737', 'max', '10', 'certif', 'flight', 'test']","Boeing <a href=""https://www.reuters.com/markets/companies/BA.N"" target=""_blank"">(BA.N)</a> said on Wednesday that the U.S. aviation regulator has cleared it to begin certification flight testing of its 737 MAX 10, the largest version of its bestselling jet ai…","['boe', 'http', 'said', 'wednesday', 'aviat', 'regul', 'clear', 'begin', 'certif', 'flight', 'test', '737', 'max', '10', 'largest', 'version', 'bestsel', 'jet']",Valerie Insinna,"['valeri', 'insinna']"
60,Where can you shop on Black Friday? Here’s what’s open — and when,"['shop', 'black', 'friday', 'open']","A number of stores that close on Thanksgiving, including Walmart and Target, reopen early Friday as the holiday shopping season begins in earnest.","['number', 'store', 'close', 'thanksgiv', 'includ', 'walmart', 'target', 'reopen', 'earli', 'friday', 'holiday', 'shop', 'season', 'begin', 'earnest']",Francisco Guzman,"['francisco', 'guzman']"
61,Black Friday is almost here. What to know about the holiday sales event’s history and evolution,"['black', 'friday', 'almost', 'know', 'holiday', 'sale', 'event', 'histori', 'evolut']","While Black Friday may no longer look like the crowd-filled, in-person mayhem that it was just decades ago the holiday sales event is still slated to attract millions of consumers.","['black', 'friday', 'may', 'longer', 'look', 'like', 'mayhem', 'decad', 'ago', 'holiday', 'sale', 'event', 'still', 'slate', 'attract', 'million', 'consum']",Wyatte Grantham-Philips,['wyatt']
62,OpenAI brings back Sam Altman as CEO just days after his firing unleashed chaos,"['openai', 'bring', 'back', 'sam', 'altman', 'ceo', 'day', 'fire', 'unleash', 'chao']","The ousted leader of ChatGPT maker OpenAI is returning to the company that fired him just days ago, culminating a short but chaotic power struggle that shocked the tech industry and underscored the conflicts around how to safely build artificial intelligence.","['oust', 'leader', 'chatgpt', 'maker', 'openai', 'return', 'compani', 'fire', 'day', 'ago', 'culmin', 'short', 'chaotic', 'power', 'struggl', 'shock', 'tech', 'industri', 'underscor', 'conflict', 'around', 'safe', 'build', 'artifici', 'intellig']",Matt O'Brien,['matt']
63,"3 wounded overnight in 2 separate shootings in South Shore neighborhood, cops say","['3', 'wound', 'overnight', '2', 'separ', 'shoot', 'south', 'shore', 'neighborhood', 'cop', 'say']","A 43-year-old man, and two women were wounded overnight Tuesday in two separate shootings in the South Shore neighborhood, Chicago police said.","['man', 'two', 'woman', 'wound', 'overnight', 'tuesday', 'two', 'separ', 'shoot', 'south', 'shore', 'neighborhood', 'chicago', 'polic', 'said']",Deanese Williams-Harris,['deanes']
64,"At least 2 armed robberies reported overnight within 10 minutes of each other, cops say","['least', '2', 'arm', 'robberi', 'report', 'overnight', 'within', '10', 'minut', 'cop', 'say']","Three victims were robbed by gunmen overnight within 10 minutes of each other on the Northwest Side, police said.","['three', 'victim', 'rob', 'gunman', 'overnight', 'within', '10', 'minut', 'northwest', 'side', 'polic', 'said']",Deanese Williams-Harris,['deanes']
65,Organized program for Small Business Saturday in Libertyville brings increase business for Main Street establishments,"['organ', 'program', 'small', 'busi', 'saturday', 'libertyvil', 'bring', 'increas', 'busi', 'main', 'street', 'establish']","For Main Street retailers in Libertyville, the Saturday after Thanksgiving kicks off what they hope to be a busy holiday season.","['main', 'street', 'retail', 'libertyvil', 'saturday', 'thanksgiv', 'kick', 'hope', 'busi', 'holiday', 'season']",Chloe Hilles,"['chloe', 'hill']"
66,UNITED Weighs Using Passenger Data to Sell Targeted Ads...,"['unit', 'weigh', 'use', 'passeng', 'data', 'sell', 'target', 'ad']","UNITED Weighs Using Passenger Data to Sell Targeted Ads...

 
 
 
 (Third column, 4th story, link)

 

 

 
 Related stories:Record crowds take to air and roads for Thanksgiving...
FLL Most Delayed Airport, DAL Most Cancellations...","['unit', 'weigh', 'use', 'passeng', 'data', 'sell', 'target', 'ad', 'third', 'column', '4th', 'stori', 'link', 'relat', 'stori', 'record', 'crowd', 'take', 'air', 'road', 'thanksgiv', 'fll', 'delay', 'airport', 'dal', 'cancel']",Patience Haggin,"['patienc', 'haggin']"
67,‘Rustin’ review: Colman Domingo takes care of business in civil rights activist biopic on Netflix,"['rustin', 'review', 'colman', 'domingo', 'take', 'care', 'busi', 'civil', 'right', 'activist', 'biopic', 'netflix']","In Netflix's ""Rustin,"" as civil rights strategist Bayard Rustin, Colman Domingo scales everything beautifully, intimately.","['netflix', 'rustin', 'civil', 'right', 'strategist', 'bayard', 'rustin', 'colman', 'domingo', 'scale', 'everyth', 'beauti', 'intim']",Michael Phillips,"['michael', 'phillip']"
68,Death investigation underway after a man and 6-year-old boy discovered deceased in Logan Square neighborhood,"['death', 'investig', 'underway', 'man', 'boy', 'discov', 'deceas', 'logan', 'squar', 'neighborhood']","Shortly after 10:15 p.m., officers responded to a residence in the 3500 block of West Lyndale Street and discovered a boy and a man in an advanced state of decomposition inside of a bedroom.","['shortli', 'offic', 'respond', 'resid', '3500', 'block', 'west', 'lyndal', 'street', 'discov', 'boy', 'man', 'advanc', 'state', 'decomposit', 'insid', 'bedroom']",Deanese Williams-Harris,['deanes']
69,Harvard Health: How long does it take to heal cellulitis on legs?,"['harvard', 'health', 'long', 'take', 'heal', 'cellul', 'leg']","Cellulitis is an infection of the deep layers of the skin. It develops when bacteria enter through a cut, bite, or wound -- including tiny breaks in cracked, dry skin.","['cellul', 'infect', 'deep', 'layer', 'skin', 'develop', 'bacteria', 'enter', 'cut', 'bite', 'wound', 'includ', 'tini', 'break', 'crack', 'dri', 'skin']","Julie Corliss, Harvard Health Blogs","['juli', 'corliss', 'harvard', 'health', 'blog']"
70,"Extra-alarm fire destroys warehouse overnight in Logan Square neighborhood, officials say","['fire', 'destroy', 'warehous', 'overnight', 'logan', 'squar', 'neighborhood', 'offici', 'say']","Firefighters were called shortly before midnight to the 2700 block of North Pulaski Road where a fire broke out in the back of a warehouse, officials said.","['firefight', 'call', 'shortli', 'midnight', '2700', 'block', 'north', 'pulaski', 'road', 'fire', 'broke', 'back', 'warehous', 'offici', 'said']",Deanese Williams-Harris,['deanes']
71,Larry Summers Is Surprise Pick to Chart Path Forward...,"['larri', 'summer', 'surpris', 'pick', 'chart', 'path', 'forward']","Larry Summers Is Surprise Pick to Chart Path Forward...

 
 
 
 (Second column, 8th story, link)

 

 

 
 Related stories:Altman returns to OPENAI in bizarre reversal of fortunes...

 

 
 
 Drudge Report Feed needs your support!   Become a Patron","['larri', 'summer', 'surpris', 'pick', 'chart', 'path', 'forward', 'second', 'column', '8th', 'stori', 'link', 'relat', 'stori', 'altman', 'return', 'openai', 'bizarr', 'revers', 'fortun', 'drudg', 'report', 'feed', 'need', 'support', 'becom', 'patron']",Newley Purnell,"['newley', 'purnel']"
72,"Man, 64, gunned down overnight in the East Pilsen neighborhood, Chicago police said","['man', '64', 'gun', 'overnight', 'east', 'pilsen', 'neighborhood', 'chicago', 'polic', 'said']","Shortly before 4 a.m., a victim was sitting inside of his vehicle in the 1800 block of South Canalport Avenue when someone opened fire in his direction, striking him 14 times, police said.","['shortli', '4', 'victim', 'sit', 'insid', 'vehicl', '1800', 'block', 'south', 'canalport', 'avenu', 'someon', 'open', 'fire', 'direct', 'strike', '14', 'time', 'polic', 'said']",Deanese Williams-Harris,['deanes']
73,Sony facing $7.9B mass lawsuit over Playstation Store prices,"['soni', 'face', 'mass', 'lawsuit', 'playstat', 'store', 'price']","Sony <a href=""https://www.reuters.com/markets/companies/6758.T"" target=""_blank"">(6758.T)</a> must face a mass lawsuit worth up to 6.3 billion pounds ($7.9 billion) over claims the PlayStation maker abused its dominant position leading to unfair prices for cus…","['soni', 'http', 'must', 'face', 'mass', 'lawsuit', 'worth', 'billion', 'pound', 'billion', 'claim', 'playstat', 'maker', 'abus', 'domin', 'posit', 'lead', 'unfair', 'price']",Reuters,['reuter']
74,Senators Call for Investigation of Health Insurers’ Role in Driving Up Drug Costs,"['senat', 'call', 'investig', 'health', 'insur', 'role', 'drive', 'drug', 'cost']",Request follows Wall Street Journal article reporting high markups on certain generic drugs for cancer and multiple sclerosis,"['request', 'follow', 'wall', 'street', 'journal', 'articl', 'report', 'high', 'markup', 'certain', 'gener', 'drug', 'cancer', 'multipl', 'sclerosi']",Joseph Walker,"['joseph', 'walker']"
75,"James ‘Pate’ Philip, former Illinois Senate President who once symbolized suburban Republicanism, dies","['jame', 'pate', 'philip', 'former', 'illinoi', 'senat', 'presid', 'symbol', 'suburban', 'republican', 'die']","Philip, of Wood Dale, served 36 years in the Illinois General Assembly and was the longest serving Republican Senate president.","['philip', 'wood', 'dale', 'serv', '36', 'year', 'illinoi', 'gener', 'assembl', 'longest', 'serv', 'republican', 'senat', 'presid']",Rick Pearson,"['rick', 'pearson']"
76,Daywatch: Who are the volunteers offering help at O’Hare?,"['daywatch', 'volunt', 'offer', 'help', 'hare']","Good morning, Chicago. Here are some of the top stories you need to know to start your day.","['good', 'morn', 'chicago', 'top', 'stori', 'need', 'know', 'start', 'day']",Chicago Tribune staff,"['chicago', 'tribun', 'staff']"
77,Deere forecasts downbeat profit as high borrowing costs pinch demand,"['deer', 'forecast', 'downbeat', 'profit', 'high', 'borrow', 'cost', 'pinch', 'demand']","Deere & Co <a href=""https://www.reuters.com/markets/companies/DE.N"" target=""_blank"">(DE.N)</a> forecast 2024 profits below analysts' expectations on Wednesday, saying high borrowing costs and tighter budgets will likely dent demand for the farm equipment make…","['deer', 'co', 'http', 'forecast', '2024', 'profit', 'analyst', 'expect', 'wednesday', 'say', 'high', 'borrow', 'cost', 'tighter', 'budget', 'like', 'dent', 'demand', 'farm', 'equip']",Bianca Flowers,"['bianca', 'flower']"
78,Mitsubishi Heavy expects to double defence revenue next year,"['mitsubishi', 'heavi', 'expect', 'doubl', 'defenc', 'revenu', 'next', 'year']","Japan's Mitsubishi Heavy Industries <a href=""https://www.reuters.com/markets/companies/7011.T"" target=""_blank"">(7011.T)</a> said on Wednesday it expects to double its defence revenue to about 1 trillion yen ($6.68 billion) from the business year starting Apri…","['japan', 'mitsubishi', 'heavi', 'industri', 'http', 'said', 'wednesday', 'expect', 'doubl', 'defenc', 'revenu', '1', 'trillion', 'yen', 'billion', 'busi', 'year', 'start']",Reuters,['reuter']
79,Column: 1986′s Chicago-shot ‘Running Scared’ is a time capsule of the Thompson Center,"['column', 'run', 'scare', 'time', 'capsul', 'thompson', 'center']","Google plans a gut rehab of the Thompson Center, but the distinctive interiors are preserved on film thanks to the 1986 movie ""Running Scared.""","['googl', 'plan', 'gut', 'rehab', 'thompson', 'center', 'distinct', 'interior', 'preserv', 'film', 'thank', '1986', 'movi', 'run', 'scare']",Nina Metz,"['nina', 'metz']"
80,Chicago basketball report: Bulls in the cellar of In-Season Tournament — and opportunity knocks for Aneesah Morrow at LSU,"['chicago', 'basketbal', 'report', 'bull', 'cellar', 'tournament', 'opportun', 'knock', 'aneesah', 'morrow', 'lsu']","The Chicago Bulls are halfway through the group stage of the NBA’s inaugural In-Season Tournament, and their odds for advancement don’t look strong.","['chicago', 'bull', 'halfway', 'group', 'stage', 'nba', 'inaugur', 'tournament', 'odd', 'advanc', 'look', 'strong']",Julia Poe,"['julia', 'poe']"
81,Chicago Bears Q&A: What’s Justin Fields’ future now? What to make of Martellus Bennett’s comments? What would it take to get new ownership?,"['chicago', 'bear', 'q', 'justin', 'field', 'futur', 'make', 'martellu', 'bennett', 'comment', 'would', 'take', 'get', 'new', 'ownership']",Did Justin Fields' performance Sunday in Detroit change his outlook with the Chicago Bears? Brad Biggs answers your questions weekly.,"['justin', 'field', 'perform', 'sunday', 'detroit', 'chang', 'outlook', 'chicago', 'bear', 'brad', 'bigg', 'answer', 'question', 'weekli']",Brad Biggs,"['brad', 'bigg']"
82,"Holiday lights around Chicago: Top 10 displays for 2023, from Navy Pier to Morton Arboretum","['holiday', 'light', 'around', 'chicago', 'top', '10', 'display', '2023', 'navi', 'pier', 'morton', 'arboretum']","The Tribune's list of light shows in and around Chicago (and beyond), with some indoor displays if you want to avoid the cold.","['tribun', 'list', 'light', 'show', 'around', 'chicago', 'beyond', 'indoor', 'display', 'want', 'avoid', 'cold']",Kayla Samoy,"['kayla', 'samoy']"
83,Some usual suspects but also real treasures as WTTW brings us some more ‘Beautiful Places’,"['usual', 'suspect', 'also', 'real', 'treasur', 'wttw', 'bring', 'u', 'beauti', 'place']","WTTW's Geoffrey Baer is back with “The Most Beautiful Places in Chicago 2,” exploring places including the Chicago Cultural Center and Glessner House.","['wttw', 'geoffrey', 'baer', 'back', 'beauti', 'place', 'chicago', '2', 'explor', 'place', 'includ', 'chicago', 'cultur', 'center', 'glessner', 'hous']",Rick Kogan,"['rick', 'kogan']"
84,Colin Fleming: Here’s why I’m such a fan of Peppermint Patty’s energy in ‘A Charlie Brown Thanksgiving’,"['colin', 'fleme', 'fan', 'peppermint', 'patti', 'energi', 'charli', 'brown', 'thanksgiv']","Peppermint Patty is the driver of ""A Charlie Brown Thanksgiving."" She shows us that earnestness can reward you and those you care about.","['peppermint', 'patti', 'driver', 'charli', 'brown', 'thanksgiv', 'show', 'u', 'earnest', 'reward', 'care']",Colin Fleming,"['colin', 'fleme']"
85,Sheldon H. Jacobson: What’s it like to be an average American?,"['sheldon', 'jacobson', 'like', 'averag', 'american']","Every day, you are contributing to what defines an average, even if you are anything but average.","['everi', 'day', 'contribut', 'defin', 'averag', 'even', 'anyth', 'averag']",Sheldon H. Jacobson,"['sheldon', 'jacobson']"
